Name,City,IATA Code,Destination Count,Latitude,Longitude
Osmany International Airport,Sylhet Osmani,ZYL,4,24.96319961547852,91.8667984008789
Grise Fiord Airport,Grise Fiord,YGZ,1,76.4261016846,-82.90920257570002
Resolute Bay Airport,Resolute,YRB,2,74.71690368649999,-94.9693984985
Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,469,32.896801,-97.038002
Ministro Pistarini International Airport,Buenos Aires,EZE,75,-34.8222,-58.5358
John F Kennedy International Airport,New York,JFK,456,40.63980103,-73.77890015
Miami International Airport,Miami,MIA,368,25.79319953918457,-80.29060363769531
Punta Cana International Airport,Punta Cana,PUJ,73,18.567399978599997,-68.36340332030001
Edmonton International Airport,Edmonton,YEG,68,53.309700012200004,-113.580001831
Kelowna International Airport,Kelowna,YLW,15,49.9561004639,-119.377998352
Ottawa Macdonald-Cartier International Airport,Ottawa,YOW,45,45.3224983215332,-75.66919708251953
Whitehorse / Erik Nielsen International Airport,Whitehorse,YXY,5,60.709598541300004,-135.067001343
Calgary International Airport,Calgary,YYC,115,51.113899231000005,-114.019996643
Yellowknife Airport,Yellowknife,YZF,30,62.46279907226562,-114.44000244140624
General Juan N Alvarez International Airport,Acapulco,ACA,8,16.757099151611328,-99.75399780273438
Jesús Terán Paredo International Airport,Aguascalientes,AGU,9,21.705601,-102.318001
Ciudad Obregón International Airport,Ciudad Obregon,CEN,5,27.39259910583496,-109.83300018310548
Abraham González International Airport,Ciudad Juarez,CJS,12,31.63610076904297,-106.4290008544922
Ciudad del Carmen International Airport,Ciudad Del Carmen,CME,3,18.65369987487793,-91.79900360107422
Ingeniero Alberto Acuña Ongay International Airport,Campeche,CPE,2,19.816799163800003,-90.50029754639999
Chetumal International Airport,Chetumal,CTM,1,18.50469970703125,-88.32679748535156
Bachigualato Federal International Airport,Culiacan,CUL,16,24.764499664299997,-107.474998474
Cancún International Airport,Cancun,CUN,157,21.036500930800003,-86.8770980835
General Roberto Fierro Villalobos International Airport,Chihuahua,CUU,16,28.702899932900003,-105.96499633799999
Cozumel International Airport,Cozumel,CZM,16,20.52239990234375,-86.92559814453125
Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,GDL,93,20.521799087524414,-103.31099700927734
La Aurora Airport,Guatemala City,GUA,37,14.5833,-90.527496
José Martí International Airport,Havana,HAV,45,22.989200592041016,-82.40910339355469
General Ignacio P. Garcia International Airport,Hermosillo,HMO,25,29.095899581900007,-111.047996521
Bahías de Huatulco International Airport,Huatulco,HUX,3,15.7753,-96.26260400000001
Manuel Márquez de León International Airport,La Paz,LAP,10,24.0727005005,-110.36199951200001
Licenciado Benito Juarez International Airport,Mexico City,MEX,243,19.4363,-99.072098
Licenciado Manuel Crescencio Rejon Int Airport,Merida,MID,15,20.9370002747,-89.657699585
Minatitlán/Coatzacoalcos National Airport,Minatitlan,MTT,2,18.1033992767,-94.58070373540001
General Mariano Escobedo International Airport,Monterrey,MTY,72,25.7784996033,-100.107002258
General Rafael Buelna International Airport,Mazatlan,MZT,15,23.1613998413,-106.26599884
Xoxocotlán International Airport,Oaxaca,OAX,6,16.9999008179,-96.72660064700001
Palenque International Airport,Palenque,PQM,1,17.533153,-92.015484
Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,PVR,47,20.680099487304688,-105.25399780273438
General Lucio Blanco International Airport,Reynosa,REX,8,26.0089,-98.2285
San Antonio International Airport,San Antonio,SAT,68,29.533700942993164,-98.46980285644531
Los Cabos International Airport,San Jose Del Cabo,SJD,51,23.15180015563965,-109.72100067138672
Juan Santamaria International Airport,San Jose,SJO,76,9.993860244750977,-84.20880126953125
John Wayne Airport-Orange County Airport,Santa Ana,SNA,42,33.67570114,-117.86799620000001
General Francisco Javier Mina International Airport,Tampico,TAM,7,22.2964000702,-97.86589813229999
Angel Albino Corzo International Airport,Tuxtla Gutierrez,TGZ,8,16.5636005402,-93.02249908450001
General Abelardo L. Rodríguez International Airport,Tijuana,TIJ,42,32.541099548339844,-116.97000122070312
Licenciado Adolfo Lopez Mateos International Airport,Toluca,TLC,13,19.3370990753,-99.5660018921
Francisco Sarabia International Airport,Torreon,TRC,10,25.568300247199996,-103.41100311299999
General Heriberto Jara International Airport,Vera Cruz,VER,16,19.145900726300003,-96.1873016357
Carlos Rovirosa Pérez International Airport,Villahermosa,VSA,13,17.996999740600586,-92.81739807128906
General Leobardo C. Ruiz International Airport,Zacatecas,ZCL,7,22.8971004486,-102.68699646
Ixtapa Zihuatanejo International Airport,Zihuatanejo,ZIH,9,17.601600647,-101.460998535
Playa De Oro International Airport,Manzanillo,ZLO,7,19.144800186199998,-104.558998108
Indira Gandhi International Airport,Delhi,DEL,264,28.5665,77.103104
Herat Airport,Herat,HEA,6,34.209999084472656,62.22829818725586
New Islamabad International Airport,Islamabad,ISB,58,33.560713,72.851613
Hamid Karzai International Airport,Kabul,KBL,28,34.565899,69.212303
Mazar I Sharif Airport,Mazar-i-sharif,MZR,4,36.70690155029297,67.20970153808594
Antalya International Airport,Antalya,AYT,127,36.898701,30.800501
EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,BSL,95,47.59,7.5291667
Hurghada International Airport,Hurghada,HRG,40,27.178300857543945,33.799400329589844
Priština International Airport,Pristina,PRN,21,42.5728,21.035801
Skopje Alexander the Great Airport,Skopje,SKP,24,41.961601,21.621401000000002
Málaga Airport,Malaga,AGP,206,36.67490005493164,-4.499110221862793
Houari Boumediene Airport,Algier,ALG,88,36.691001892089844,3.215409994125366
Ancona Falconara Airport,Ancona,AOI,10,43.616299,13.3623
Eleftherios Venizelos International Airport,Athens,ATH,197,37.9364013672,23.944499969499997
Belgrade Nikola Tesla Airport,Belgrade,BEG,86,44.8184013367,20.3090991974
Bergen Airport Flesland,Bergen,BGO,69,60.29339981,5.218140125
Birmingham International Airport,Birmingham,BHX,133,52.4538993835,-1.7480299472799998
Bastia-Poretta Airport,Bastia,BIA,36,42.55270004272461,9.48373031616211
Bilbao Airport,Bilbao,BIO,65,43.30110168457031,-2.9106099605560303
Bremen Airport,Bremen,BRE,50,53.0475006104,8.78666973114
Bari Karol Wojtyła Airport,Bari,BRI,50,41.138901000000004,16.760599
Budapest Liszt Ferenc International Airport,Budapest,BUD,98,47.429759999999995,19.261093
Cagliari Elmas Airport,Cagliari,CAG,43,39.251499,9.05428
Charles de Gaulle International Airport,Paris,CDG,524,49.012798,2.55
Ioannis Kapodistrias International Airport,Kerkyra/corfu,CFU,50,39.601898193359375,19.911699295043945
Calvi-Sainte-Catherine Airport,Calvi,CLY,20,42.52444439999999,8.793055599999999
Catania-Fontanarossa Airport,Catania,CTA,115,37.466801000000004,15.0664
Cardiff International Airport,Cardiff,CWL,32,51.39670181274414,-3.343329906463623
Dubrovnik Airport,Dubrovnik,DBV,60,42.5614013671875,18.268199920654297
Dortmund Airport,Dortmund,DTM,33,51.518299102799986,7.61223983765
Dublin Airport,Dublin,DUB,207,53.421299,-6.27007
Edinburgh Airport,Edinburgh,EDI,119,55.95000076293945,-3.372499942779541
Faro Airport,Faro,FAO,106,37.014400482199996,-7.965909957889999
Leonardo da Vinci–Fiumicino Airport,Rome,FCO,331,41.800277799999996,12.238888900000001
Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,FKB,20,48.7793998718,8.08049964905
Frankfurt am Main Airport,Frankfurt,FRA,497,50.033333,8.570556
Hannover Airport,Hannover,HAJ,76,52.461101532,9.68507957458
Heringsdorf Airport,Heringsdorf,HDF,5,53.8787002563,14.152299881
Helsinki Vantaa Airport,Helsinki,HEL,159,60.317199707031,24.963300704956
Heraklion International Nikos Kazantzakis Airport,Heraklion,HER,110,35.3396987915,25.1802997589
Ibiza Airport,Ibiza,IBZ,99,38.8728981018,1.3731199502899998
Mikonos Airport,Mykonos,JMK,13,37.43510055541992,25.348100662231445
Santorini Airport,Thira,JTR,15,36.39920043945313,25.47929954528809
Kos Airport,Kos,KGS,43,36.79330062866211,27.09169960021973
Klagenfurt Airport,Klagenfurt,KLU,7,46.642502,14.3377
Kraków John Paul II International Airport,Krakow,KRK,57,50.077702,19.7848
Katowice International Airport,Katowice,KTW,28,50.4743,19.08
Alexander the Great International Airport,Kavala,KVA,6,40.91329956054688,24.619199752807614
Leipzig/Halle Airport,Leipzig,LEJ,40,51.423889,12.236388999999999
London Heathrow Airport,London,LHR,527,51.4706,-0.461941
Milano Linate Airport,Milan,LIN,60,45.445099,9.27674
Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,LIS,214,38.7813,-9.13592
Adolfo Suárez Madrid–Barajas Airport,Madrid,MAD,330,40.471926,-3.56264
Manchester Airport,Manchester,MAN,316,53.35369873046875,-2.2749500274658203
Malpensa International Airport,Milano,MXP,192,45.6306,8.728110000000001
Nice-Côte d'Azur Airport,Nice,NCE,135,43.658401489300005,7.215869903560001
Newquay Cornwall Airport,Newquai,NQY,6,50.44060134887695,-4.995409965515137
Nuremberg Airport,Nuernberg,NUE,48,49.498699,11.078056
Falcone–Borsellino Airport,Palermo,PMO,63,38.175999,13.091
Poznań-Ławica Airport,Poznan,POZ,21,52.4210014343,16.8262996674
Václav Havel Airport Prague,Prague,PRG,180,50.1008,14.26
Pisa International Airport,Pisa,PSA,76,43.683899,10.3927
Pula Airport,Pula,PUY,15,44.89350128173828,13.922200202941895
Menara Airport,Marrakech,RAK,73,31.6068992615,-8.036299705510002
Diagoras Airport,Rhodos,RHO,82,36.40539932250977,28.086200714111328
Rijeka Airport,Rijeka,RJK,7,45.21689987182617,14.570300102233887
Rostock-Laage Airport,Laage,RLG,5,53.9182014465,12.2783002853
Sarajevo International Airport,Sarajevo,SJJ,16,43.82460021972656,18.331499099731445
Thessaloniki Macedonia International Airport,Thessaloniki,SKG,87,40.51969909667969,22.97089958190918
Split Airport,Split,SPU,49,43.53889846801758,16.29800033569336
London Stansted Airport,London,STN,173,51.8849983215,0.23499999940400002
Stuttgart Airport,Stuttgart,STR,137,48.6898994446,9.22196006775
Lamezia Terme Airport,Lamezia,SUF,25,38.905398999999996,16.2423
Turin Airport,Torino,TRN,44,45.200802,7.64963
Tunis Carthage International Airport,Tunis,TUN,87,36.85100173950195,10.22719955444336
Venice Marco Polo Airport,Venice,VCE,122,45.505299,12.3519
Vienna International Airport,Vienna,VIE,308,48.110298156738004,16.569700241089002
Verona Villafranca Airport,Villafranca,VRN,39,45.395699,10.8885
Warsaw Chopin Airport,Warsaw,WAW,120,52.1656990051,20.9671001434
Copernicus Wrocław Airport,Wroclaw,WRO,33,51.10269927979999,16.885799408
Jerez Airport,Jerez,XRY,22,36.74459838867188,-6.060110092163086
Zagreb Airport,Zagreb,ZAG,42,45.742900848400005,16.0687999725
Anaktuvuk Pass Airport,Anaktuvuk Pass,AKP,3,68.13359833,-151.7429962
Bettles Airport,Bettles,BTT,5,66.91390228,-151.529007
Central Airport,Central,CEM,1,65.57379913,-144.78300480000001
Chalkyitsik Airport,Chalkyitsik,CIK,2,66.6449966431,-143.74000549299998
Fairbanks International Airport,Fairbanks,FAI,27,64.81510162,-147.85600280000003
Fort Yukon Airport,Fort Yukon,FYU,6,66.57150268554689,-145.25
Circle City /New/ Airport,Circle,IRC,1,65.83049799999999,-144.076008
Manley Hot Springs Airport,Manley Hot Springs,MLY,1,64.99759674069999,-150.643997192
Beaver Airport,Beaver,WBQ,2,66.36219787600001,-147.406997681
Akiak Airport,Akiak,AKI,3,60.9029006958,-161.231002808
Bethel Airport,Bethel,BET,29,60.77980042,-161.8379974
Chefornak Airport,Chefornak,CYF,3,60.1492004395,-164.285995483
Eek Airport,Eek,EEK,3,60.21367264,-162.0438843
Kongiganak Airport,Kongiganak,KKH,3,59.9608001709,-162.88099670399998
Kipnuk Airport,Kipnuk,KPN,3,59.9329986572,-164.031005859
Kasigluk Airport,Kasigluk,KUK,2,60.87440109,-162.5240021
Kwigillingok Airport,Kwigillingok,KWK,4,59.876499,-163.169005
Quinhagak Airport,Quinhagak,KWN,4,59.7551,-161.845
Kwethluk Airport,Kwethluk,KWT,3,60.790298461899994,-161.444000244
Marshall Don Hunter Sr Airport,Marshall,MLL,2,61.8642997742,-162.026000977
Nightmute Airport,Nightmute,NME,3,60.471000671386996,-164.70100402832
Toksook Bay Airport,Toksook Bay,OOK,3,60.54140091,-165.0870056
Napaskiak Airport,Napaskiak,PKA,1,60.70289993,-161.7779999
Platinum Airport,Port Moller,PTU,1,59.01139831542969,-161.82000732421875
Napakiak Airport,Napakiak,WNA,1,60.69029998779297,-161.97900390625
Bocas Del Toro International Airport,Bocas Del Toro,BOC,2,9.340849876403807,-82.25080108642578
Drake Bay Airport,Puntarenas,DRK,3,8.71889019012,-83.6417007446
Arenal Airport,La Fortuna/San Carlos,FON,3,10.478,-84.634499
Golfito Airport,Golfito,GLF,3,8.654009819030763,-83.18219757080078
Daniel Oduber Quiros International Airport,Liberia,LIR,24,10.5933,-85.544403
Augusto C. Sandino (Managua) International Airport,Managua,MGA,15,12.141500473022461,-86.16819763183594
Nosara Airport,Nosara Beach,NOB,1,9.976490020750001,-85.65299987790002
Puerto Jimenez Airport,Puerto Jimenez,PJM,4,8.533329963684082,-83.30000305175781
Palmar Sur Airport,Palmar Sur,PMZ,3,8.951029777526855,-83.46859741210938
Tobias Bolanos International Airport,San Jose,SYQ,1,9.957050323486328,-84.13980102539062
Tambor Airport,Nicoya,TMU,3,9.73852,-85.013802
Aerotortuguero Airport,Roxana,TTQ,1,10.42,-83.6095
Quepos Managua Airport,Quepos,XQP,4,9.443160057067873,-84.12979888916016
Kumasi Airport,Kumasi,KMS,4,6.714560031890869,-1.5908199548721311
Eldoret International Airport,Eldoret,EDL,3,0.4044579863548279,35.23889923095703
Juba International Airport,Juba,JUB,12,4.87201023102,31.601100921599997
Kisumu Airport,Kisumu,KIS,3,-0.0861390009522438,34.72890090942383
Manda Airstrip,Lamu,LAU,4,-2.252419948577881,40.91310119628906
Lodwar Airport,Lodwar,LOK,1,3.1219699382781982,35.608699798583984
Mombasa Moi International Airport,Mombasa,MBA,14,-4.034830093383788,39.594200134277344
Malindi Airport,Malindi,MYD,5,-3.2293100357055664,40.10169982910156
Abeid Amani Karume International Airport,Zanzibar,ZNZ,11,-6.22202,39.224899
Bacolod-Silay Airport,Bacolod,BCD,6,10.7764,123.014999
Kota Kinabalu International Airport,Kota Kinabalu,BKI,52,5.9372100830078125,116.0510025024414
Brunei International Airport,Bandar Seri Begawan,BWN,23,4.944200038909912,114.9280014038086
Mactan Cebu International Airport,Cebu,CEB,49,10.307499885559,123.97899627686
Soekarno-Hatta International Airport,Jakarta,CGK,185,-6.1255698204,106.65599823
Camiguin Airport,Camiguin,CGM,1,9.253520011901855,124.70700073242188
Diosdado Macapagal International Airport,Angeles City,CRK,13,15.186,120.559998
Cauayan Airport,Cauayan,CYZ,1,16.9298992157,121.752998352
Dipolog Airport,Dipolog,DPL,4,8.60198349877,123.34187507600001
Ngurah Rai (Bali) International Airport,Denpasar,DPS,100,-8.7481698989868,115.16699981689
Francisco Bangoy International Airport,Davao,DVO,14,7.1255202293396,125.64600372314452
Noi Bai International Airport,Hanoi,HAN,87,21.221200942993164,105.80699920654295
Siargao Airport,Siargao,IAO,1,9.8591,126.014
Iloilo International Airport,Iloilo,ILO,10,10.833017,122.493358
Laoag International Airport,Laoag,LAO,2,18.1781005859375,120.53199768066406
Macau International Airport,Macau,MFM,79,22.149599,113.592003
Chubu Centrair International Airport,Nagoya,NGO,84,34.8583984375,136.80499267578122
Narita International Airport,Tokyo,NRT,286,35.764701843299996,140.386001587
Pagadian Airport,Pagadian,PAG,2,7.830731447869999,123.461179733
Gimhae International Airport,Busan,PUS,80,35.1795005798,128.93800354
San Jose Airport,San Jose,SJI,1,12.361499786399998,121.04699707
Daniel Z. Romualdez Airport,Tacloban,TAC,5,11.228035,125.02776100000001
Tagbilaran Airport,Tagbilaran,TAG,3,9.665442,123.85353300000001
Francisco B. Reyes Airport,Busuanga,USU,3,12.1215000153,120.099998474
Virac Airport,Virac,VRC,1,13.57639980316162,124.20600128173828
Naga Airport,Naga,WNP,2,13.58489990234375,123.2699966430664
Vance W. Amory International Airport,Charlestown,NEV,8,17.205699920654293,-62.58990097045898
Talagi Airport,Arkhangelsk,ARH,9,64.60030364990234,40.71670150756836
Solovki Airport,Solovetsky Islands,CSH,1,65.0299987793,35.7333335876
Murmansk Airport,Murmansk,MMK,7,68.78170013427734,32.75080108642578
Naryan Mar Airport,Naryan-Mar,NNM,4,67.63999938964844,53.12189865112305
Syktyvkar Airport,Syktyvkar,SCW,9,61.64699935913086,50.84510040283203
Sheremetyevo International Airport,Moscow,SVO,199,55.972599,37.4146
"Tromsø Airport,",Tromso,TOS,26,69.68329620361328,18.91889953613281
Usinsk Airport,Usinsk,USK,2,66.00469970703125,57.3671989440918
Andrés Sabella Gálvez International Airport,Antofagasta,ANF,11,-23.444501000000002,-70.445099
Carriel Sur Airport,Concepcion,CCP,6,-36.772701,-73.063103
Diego Aracena Airport,Iquique,IQQ,9,-20.535200119018555,-70.18129730224611
Comodoro Arturo Merino Benítez International Airport,Santiago,SCL,79,-33.393001556396484,-70.78579711914062
Jorge Newbery Airpark,Buenos Aires,AEP,65,-34.5592,-58.4156
Silvio Pettirossi International Airport,Asuncion,ASU,18,-25.239999771118164,-57.52000045776367
Afonso Pena Airport,Curitiba,CWB,43,-25.5284996033,-49.175800323500006
Carrasco International /General C L Berisso Airport,Montevideo,MVD,23,-34.838402,-56.0308
Capitan Corbeta CA Curbelo International Airport,Punta del Este,PDP,3,-34.855098724365234,-55.09429931640625
Salgado Filho Airport,Porto Alegre,POA,42,-29.994400024414066,-51.1713981628418
Baker Lake Airport,Baker Lake,YBK,6,64.29889678960001,-96.077796936
Cambridge Bay Airport,Cambridge Bay,YCB,6,69.1081008911,-105.13800048799999
Kugluktuk Airport,Coppermine,YCO,5,67.816704,-115.143997
Chesterfield Inlet Airport,Chesterfield Inlet,YCS,6,63.346900939899996,-90.7311019897
Clyde River Airport,Clyde River,YCY,4,70.4860992432,-68.5167007446
Arviat Airport,Eskimo Point,YEK,7,61.0942001343,-94.0708007812
Inuvik Mike Zubko Airport,Inuvik,YEV,8,68.30419921880001,-133.483001709
Iqaluit Airport,Iqaluit,YFB,18,63.756402,-68.555801
Igloolik Airport,Igloolik,YGT,5,69.3647003174,-81.8161010742
Gjoa Haven Airport,Gjoa Haven,YHK,4,68.635597229,-95.8497009277
Pond Inlet Airport,Pond Inlet,YIO,3,72.6832962036,-77.9666976929
Rankin Inlet Airport,Rankin Inlet,YRT,25,62.811401367200006,-92.1157989502
Cape Dorset Airport,Cape Dorset,YTE,3,64.2300033569,-76.5267028809
Thompson Airport,Thompson,YTH,6,55.80110168457031,-97.86419677734376
Hall Beach Airport,Hall Beach,YUX,4,68.77610015869999,-81.2425
Qikiqtarjuaq Airport,Broughton Island,YVM,2,67.5457992554,-64.03140258789999
